Ahal_ID,mRNA,H3K4me1,H3K4me2,H3K4me3,H4ac,H3K36me3,H3K27me3,H2AZ,H3K9me2,H3
g07569,,,,,,,,,,
g07570,,,,,,,,,,
g07571,,,,,,,,,,
g07572,,,,,,,,,,
g07573,,,,,,,,,,
g07574,,,,,,,,,,
g07575,,,,,,5,,5,,
g07576,,,4,,,,,,,
g07577,,,,,,,,5,,
g07578,,,,,,,,,,
g07579,,,,,4,,,,,
g07580,,,,,,,,,,
g07581,,,,,,,,,,
g07582,,,,,,,,,,
g07583,,,,,,,,,,
g07584,,,,,,,,,,
g07585,,,,,,,49,,,
g07586,,,,,,,,,,
g07587,,,,,,,,,,
g07588,,,,,,,,,,4
g07589,,,,,,,,,,
g07590,,,,,,,,,,
g07591,,,,,,,,,,
g07592,,,5,,,,,,,
g07593,,,,,,,,,,5
g07594,,,,,,,,,,
g07595,,,,,,,,,,
g07596,,,,,,,,,,
g07597,,5,,,,,,,,5
g07598,,,,,,,,,,
g07599,,,,,,,,,,4
g07600,,,,,,,,,,4
g07601,,,,,,,,,,
g07602,,,,,,,,,,4
g07603,,,,,,,,,,
g07604,,,,,,,,,,
g07605,,,,,,,5,,,
g07606,,,,,,,,,,
g07607,,,,,,,,,,4
g07608,,,,,,,,,,
g07609,,,,,,,,,,
g07610,,,,,113,,,,,
g07611,,,,,,,,,,
g07612,,,,,,,,,,
g07613,,,,,97,,,,,
g07614,,,,,,,,,,9
g07615,,,,,22,,,,,
g07616,,,,,,,,,,
g07617,,,,,,,,,,
g07618,,,,,,,,,,
g07619,,,,,,,,,,
g07620,,,,,,,,,,
g07621,,,,,,,,,,
g07622,,,,,,,,,,
g07623,,,4,,,6,,,,
g07624,,,,,,,32,4,,
g07625,,49,,34,34,20,4,,,
g07626,,,,,4,,,,,
g07627,,,,,,,20,,,
g07628,,,,,,,,,,
g07629,,,,,,,,,,
g07630,,,,,,,,,,
g07631,,,,,,,,,,
g07632,,,4,,,,,,,
g07633,,,,,,,,,,
g07634,,,,,,,,,,
g07635,,,,,,,,,,
g07636,,,,,34,,,,,
g07637,,,,,,,,,,
g07638,,,,,,,,,,
g07639,,,,,,,,,,
g07640,,,,,,,,,,
g07641,,,,,,,,,,
g07642,,,,,,,,,,
g07643,,,,,,,,,,
g07644,,4,,,,,71,,,
g07645,,,,,,,,,,
g07646,,,,,,,,,,
g07647,,,,,,,,,,
g07648,,,,,,,,,,
g07649,,,,,,,,,,
g07650,,,,,,,,,,
g07651,,,,,,,,,,
g07652,,,,,,,,,,
g07653,,,,,,,,,,
g07654,,,,,,,,,,5
g07655,,,,,,,,,,
g07656,,,,,,,,,,4
g07657,,,,,,,,,,
g07658,,,,,,,,,,
g07659,,,,,,,,,,
g07660,,,,,,,,,,
g07661,,,,,,,,,,
g07662,,,4,,,,,,,4
g07663,,,5,,,,,,,
g07664,,,,,,,,,,
g07665,,,,,,,,,,5
g07666,,,,,,,,,,
g07667,,,,,,,,,,
g07668,,,,,,,,,,
g07669,,,,,72,,,22,,
g07670,,,,,,,,,,
g07671,,,,,,,,5,,4
g07672,,,,,,,,,,
g07673,,,,,,,,,,
g07674,,,,,,,,,,
g07675,,,,,,,,,,
g07676,,,,,,,4,,,
g07677,,,,,,,,,,
g07678,,,,,,,,,,
g07679,,,,,,,,,,
g07680,,,,,,,,,,
g07681,,,,,,,,,,
g07682,,,,,,,,,,
g07683,,,4,,,,72,,,
g07684,,,,,,,,,,
g07685,,,,,,,,,,
g07686,,,,,,,,,,
g07687,,,,,,,,,,
g07688,,,,,,,,,,
g07689,,,,,,,,,,
g07690,21,,8,5,,,60,,,4
g07691,,,,,,,,,,
g07692,,,,,,,,,,
g07693,,,,,,,,,,
g07694,,,,,,,,5,,4
g07695,,,,,,,,,,
g07696,,,,,,,,,,5
g07697,,,,,,,,,,9
g07698,,,,,,,,,,
g07699,,,,,,,,,,
g07700,,,,,,,,,,
g07701,,,,,,,,,,
g07702,,,,,,,,,,
g07703,,,,,,,,,,
g07704,,,,,,,,,,
g07705,,,,,,,,,,
g07706,,,,,,,,,,
g07707,,,,,,34,,9,,
g07708,,,,,,,,4,,
g07709,,,,,,,,,,
g07710,,,,5,,,,,,
g07711,,,,,,,83,,,
g07712,,,,,,,,,,
g07713,,,,,,,,,,
g07714,,,,,,,,,,
g07715,,,,,,,,,,
g07716,,,,,,,,,,
g07717,,,,,,,,,,
g07718,,,,,,,,,,
g07719,,,,,,,,,,
g07720,,,,,,,,,,
g07721,,,,,,,,,,
g07722,,,,,,,58,,,
g07723,,,,,,,,,,4
g07724,,,,,,,,,,
g07725,,,,,,,,,,
g07726,,,,,,,,,,
g07727,,,,,,,,,,5
g07728,,,,,,,,,,
g07729,,,,,,,,,,
g07730,,,,,,,20,,,
g07731,,,,,,,,,,
g07732,,,101,,,,89,,,
g07733,,,,,,,,,,
g07734,,,,,,,,,,4
g07735,,,,,,,,,,
g07736,,,,,,,,,,4
g07737,,,,,,,,,,
g07738,,,,,,,,,,
g07739,,,,,87,,,9,,
g07740,,,,,,,,,,
g07741,,,4,,,,,,,
g07742,,,,,,,,,,
g07743,,,,,,8,,,,
g07744,,,,,,,,,,
g07745,,,,,,,,,,
g07746,,,,,,,,,,
g07747,,,,,,,,8,,
g07748,,,,,,,34,,,
g07749,,,,,,9,4,,,
g07750,,,,,,,,,,
g07751,,4,,,,,,,,
g07752,,,,,,,,,,
g07753,9,4,,,,9,,,,
g07754,,,,,,,,,,
g07755,,,,,,,,,,
g07756,,,,,,,4,4,,
g07757,,,,,,,,,,
g07758,,,,,,,,,,
g07759,,,,,,,,,,
g07760,,,,,,,,,,
g07761,,,,,,,,,,
g07762,,,,,,,,,,
g07763,,,,,,,,,,
g07764,,,,,,,,,,
g07765,,,,,,,,,,
g07766,,,,,,,,,,22
g07767,,,,,,,,,,5
g07768,,,,,,,,,,
g07769,,,,,,,,,,
g07770,,,,,,,,,,
g07771,,,,,,9,,,,
g07772,,,,,,,,,,
g07773,,,,,,,,51,,
g07774,,,,,,,,,,
g07775,,,,,,,4,,,
g07776,,,,,,,,,,4
g07777,,,,,,,,,,
g07778,5,,,5,,,,,,
g07779,,,,,,,,,,4
g07780,,,,,,,,,,
g07781,,,,,,,,,,
g07782,,,,,,,,,,
g07783,,,,,,,,5,,8
g07784,,,,,,,,,,
g07785,,,,,,,,,,
g07786,,,,,4,,,,,
g07787,,,,,,,,,,
g07788,,,,,,,,,,
g07789,,,,10,36,,,4,,
g07790,,,9,,,4,,,,
g07791,,,,,,,,,,4
g07792,,,,,,,,,,
g07793,,,,,,,,,,
g07794,,,,,,,,,,
g07795,,,,,,,,5,,
g07796,,,,,9,,,,,
g07797,,,,,,,,,,
g07798,4,,,,,,,5,,
g07799,,,,,9,,,,,
g07800,,,,,,,,,,
g07801,,,,,,,,,,
g07802,,,,,,,,,,
g07803,,,,,,,,,,
g07804,,,,,,,,,,
g07805,,,,,,,,,,
g07806,,,,,,,,,,
g07807,,,,,,,,,,4
g07808,,,,,,,,,,
g07809,,,,,,,,,,
g07810,,,,,,,,,,
g07811,,,,,,,,,,
g07812,,,,,,,,,,
g07813,,,,,,,,,,
g07814,9,,,,,,,9,,
g07815,,,,,,,,5,,
g07816,,,,,,,,,,
g07817,,,,,,,,,,4
g07818,,,,,,,,,,
g07819,,,,,4,,,,,
g07820,,,,,,,,,,
g07821,,,,,,,,,,
g07822,,,,,,,,,,
g07823,,,,,,,,,,
g07824,36,,,35,,,58,,,
g07825,,,,,,,,,,
g07826,,,,,,,,,,
g07827,,,,,,,,,,
g07828,,,,,,,,,,
g07829,,,,,,,,,,
g07830,,,,,,,,,,
g07831,21,,,,,,,,,4
g07832,,,,,,,,,,
g07833,,,,,,,,,,
g07834,,,,,,,,5,,4
g07835,,,,,,,,,,
g07836,,,,,,,,,,
g07837,,,,,,,,,,
g07838,,,,,,,,,,
g07839,,,,,,,,,,
g07840,,,,,,,,,,
g07841,,,,,,,,,,
g07842,,,,,,,,,,
g07843,,,,,,,,,,
g07844,,,70,,,,,,,
g07845,,,,,,,,,,
g07846,,,,,,,,,,
g07847,,,,,,,,,,
g07848,4,,,,,,,,,
g07849,,,,,,,,,,
g07850,,5,,,,,,,,
g07851,,,,,,,,,,
g07852,,,,,,,,,,
g07853,,,,,,,35,,,
g07854,,,,,,,,,,
g07855,,,,,,,72,,,
g07856,,,,,,,,,,
g07857,,,,,,,,9,,
g07858,,,,,,,,,,
g07859,,,,,,,,,,
g07860,,,,,,,,,,
g07861,,,,,,,,,,
g07862,,,,,,,,,,
g07863,,,,,,,,,,
g07864,,,,,,,,,,
g07865,,,,,,,,,,
g07866,,,,,,,,,,
g07867,,,,,,,,,,
g07868,,,,,,,,,,9
g07869,,,5,,,,,22,,
g07870,,,,,,,,,,
g07871,,,,,,,,,,
g07872,,,,,,,,,,
g07873,,,,,,,,,,
g07874,,,,,,,,,,
g07875,,,,,,,,,,
g07876,,,,,,,,,,
g07877,98,,,,,,,,,
g07878,,,,,,,,,,5
g07879,,,,,,,,,,
g07880,,,,,,,,,,
g07881,,,,,,,,,,4
g07882,,,,,,,,,,
g07883,,,,,,,,,,
g07884,,,,,,,,,,
g07885,,,,,,,,,,
g07886,,,,,,,,,,
g07887,,,,,,,,,,
g07888,,,,,,,,,,
g07889,,,,,,,,,,
g07890,,,,,,,,,,
g07891,,,,,,,,,,
g07892,,,,,,,,,,5
g07893,,,,,,,,,,
g07894,,,,,,,,,,
g07895,,,,,,,,,,
g07896,4,,,,,,,,,
g07897,,,,,,,,,,
g07898,,,,,,,,,,
g07899,,,,,,,,,,5
g07900,,,,,,,72,,,
g07901,,,,,,,,,,
g07902,,,,,,,,,,
g07903,,,,,,,,,,4
g07904,,,,,,,,,,4
g07905,,,,,,,,,,
g07906,,,,,,,,,,
g07907,,,,,,,,,,
g07908,,,,,,,,,,9
g07909,,,,,,,,,,
g07910,,,,,,,,,,
g07911,,,,,,,,,,
g07912,,,,,,,,,,
g07913,,,,,,,,,,4
g07914,,,,,,,,,,
g07915,,,,,,4,,,,
g07916,,,,,,,,,,9
g07917,,,,,,,,9,,9
g07918,,,,,,,,,,
g07919,,,,,,,,,,4
g07920,,,,,,,,,,5
g07921,,,,,,,,,,
g07922,,,,,,,84,,,
g07923,,,,,,,,21,,
g07924,,,,,,,,,,
g07925,,,,,,,,,,
g07926,,,,,,,,,,
g07927,,,,,,,,,,
g07928,,,,,,,,,,
g07929,,,,,,,,,,
g07930,,,,,,9,,,,
g07931,,,,,,,,,,
g07932,,,,,,,,,,
g07933,,,,,,,,5,,
g07934,,,,,,,,,,
g07935,,,,,,,,,,
g07936,,,,,,,,,,
g07937,,,,,,,,,,
g07938,,,,,,,,,,
g07939,,,,,,,,,,
g07940,,,,,,,,,,
g07941,,,,,,,,,,
g07942,,,,,,,,4,,
g07943,,,,,,,,,,
g07944,,,,,,21,,,,
g07945,,,,,,,,,,
g07946,,,,,,,,,,
g07947,,,,,,,,,,4
g07948,,,,,,,21,,,
g07949,,,,,,,,,,
g07950,,,,,,,,,,
g07951,,,,,,,,,,
g07952,,,,,,,,,,4
g07953,,,,,,,,,,8
g07954,,,,,,,,,,
g07955,,,,,,,,,,
g07956,,,,,,,,,,
g07957,,,,,,,,,,
g07958,,,,,,,,,,
g07959,,,,,,,,,,
g07960,,,,,,,,,,4
g07961,,,,,,,,,,
g07962,,,,,4,,,,,
g07963,,23,,14,,,,,,
g07964,,,,,,,,,,
g07965,,,,,4,,,,,
g07966,,,,,,,4,,,
g07967,,,,,,,,,,
g07968,,,,,,86,,,,
g07969,,,,,,,,,,
g07970,,,,,,,,,,
g07971,,,,,,,,,,
g07972,,,,,,,,,,
g07973,,,,,,,,,,
g07974,,,,,,,,,,
g07975,,,,,,,,,,5
g07976,,,,,,,,,,
g07977,,,,,,,,9,,
g07978,,,,,,,,,,
g07979,,,,,,,36,,,
g07980,,,,,,,,,,
g07981,7,,,,,,,,,
g07982,,,,,,9,,,,
g07983,,,,,,,,,,
g07984,,,,,,,,,,
g07985,,,,,,,,,,
g07986,,,,,,,,,,
g07987,,,,,,,,,,
g07988,,,,,,,,,,
g07989,,,,,,,,,,
g07990,,,,,,,,,,
g07991,,,,,,,,,,
g07992,,,,,,,113,,,
g07993,,,,,,,,,,
g07994,,,,,,,,,,
g07995,,,,,,,,5,,4
g07996,,,,,,,,,,
g07997,,,,,,,,,,
g07998,,,,,,,,,,
g07999,,,,,,,,,,
g08000,,,,,,,,,,
g08001,,,,,,,,,,
g08002,,,,,26,,,45,,
g08003,,,,,,114,,,,
g08004,,,,,,9,,35,,
g08005,,,,,,,98,,,
g08006,,,,,,35,,,,
g08007,,,,,,,,,,
g08008,,,,,,,,,,
g08009,,,,,,,,,,
g08010,,,,,,,,,,
g08011,,,,,,,,,,
g08012,,,,,,,,,,
g08013,,,,,,,,,,
g08014,,,,,,,,,,
g08015,,,,,,,,,,
g08016,,,,,,,,,,
g08017,,,,,,,,,,4
g08018,,,,,,,60,,,
g08019,,,,,,,,,,
g08020,,,,,,,,,,
g08021,,,,,,,,,,
g08022,,,,,,,35,,,
g08023,,,,,,,,,,4
g08024,,,,,34,,,,,
g08025,,,,,,,,,,
g08026,,,,,,,,,,
g08027,,,,,,,,9,,
g08028,,,,,,,,,,
g08029,,,,,,,,,,
g08030,,,,,,,,,,
g08031,,,63,,,,,,,
g08032,,,,,,,20,,,
g08033,,,,,,,,,,
g08034,,,,,,,,,,
g08035,,,,22,,20,,,,
g08036,,,,,,,,35,,
g08037,,,5,,,,,34,,
g08038,,,,,,,,,,
g08039,,,,,,,,,,
g08040,,,,,,,,,,
g08041,,,,,,,,,,
g08042,,,,,,,,,,
g08043,,,,,,,,,,
g08044,,,,,,,,,,4
g08045,,,,,,,,,,
g08046,,,,,,,,,,
g08047,,,,,,,,,,
g08048,,,,,,,,,,
g08049,,,,,,,,,,
g08050,,,,,,,,,,
g08051,,,,,,,,,,
g08052,,,,,,,,,,
g08053,,,,,,,,,,
g08054,,,,,,,,,,4
g08055,,,,,,,,,,
g08056,,,,,,,,,,
g08057,,,,8,,,,,,
g08058,,,,,,,,,,4
g08059,,,,,,,,,,
g08060,,,,,,,,,,
g08061,,,,,,,,,,
g08062,,,,,,,,,,
g08063,,,,,,,,,,
g08064,,,,,,,,,,
g08065,,,,,,,,,,
g08066,,,,,,,,,,
g08067,,,,,,,,,,
g08068,,,,,,,,,,
g08069,,,,,,,,,,
g08070,,,,,,,,,,
g08071,,,,,,,,,,
g08072,,,,,,,,,,4
g08073,,,,,,,,,,
g08074,,,,,,,,,,
g08075,,,,,,,,,,
g08076,,,,,,,,,,
g08077,,,,,,,,,,
g08078,,,,,,,,,,
g08079,,,,,,,,4,,
g08080,,,,,,,5,,,
g08081,,,,,,,,,,
g08082,,,,,,,,,,
g08083,,,4,,,,,,,
g08084,,,,,35,,,4,,
g08085,,,22,5,34,,126,,,
g08086,,,,,,,,,,
g08087,,,,,21,,,9,,
g08088,,,,,,,,,,
g08089,,,,,,,,4,,
g08090,,,,,,,,,,
g08091,,,,,,,,,,
g08092,,,,,,,,,,
g08093,,,,,,,,,,
g08094,,,,,,,,,,
g08095,,,,,,,,,,
g08096,,,,,,,,,,
g08097,,,,,,,,,,
g08098,,,,,,,,,,
g08099,,,,,,,,,,
g08100,,,,,,,,,,
g08101,,,,,,,,,,
g08102,,5,9,,,,,,,
g08103,,,34,,,,,,,
g08104,,,5,,,,,,,
g08105,,,,,,,,,,9
g08106,,,,,,,,,,
g08107,,,,,,,,,,
g08108,,,,,,,,,,
g08109,,,,,,4,,,,
g08110,,,,,,,,,,
g08111,,,,,,,,,,
g08112,,,,,,,,,,
g08113,,,,,,,,,,
g08114,,,,,,,,,,
g08115,,,,,,,,,,
g08116,,,,,,,,,,
g08117,,,,,,,,,,
g08118,,,,,,,,,,
g08119,,,,,,69,100,,,
g08120,,,,,,,,,,
g08121,,,,,,,,5,,
g08122,,,,,,,,,,
g08123,,,,,,,,,,
g08124,,,,,,,,,,
g08125,,,,,,,,,,
g08126,,,,,,,,,,
g08127,,,,,,,,,,
g08128,,,,,,,,,,
g08129,,,8,,,,,129,,
g08130,,,,,,,,,,
g08131,,,,,,,,,,
g08132,,,,,,,,,,
g08133,,,,,,,,,,4
g08134,,,,,,,,,,
g08135,,,,,,,,11,,
g08136,,,,,,,,,,4
g08137,,,,,,,,,,
g08138,,,,,,,,,,
g08139,,,,,,,,,,
g08140,,,,,,,,,,
g08141,,,,,,,,,,
g08142,,,5,,,,45,,,
g08143,58,,,,,,,22,,
g08144,,63,,,,,5,,,
g08145,,,,,,,,,,4
g08146,,,,,,,,,,4
g08147,,,,,,,,5,,4
g08148,,,,,,,,,,
g08149,,,,,,,,,,
g08150,,,,,,,,,,
g08151,,,,,,,,,,
g08152,,,4,,,35,,23,,
g08153,35,72,,58,60,,72,22,,
g08154,,,,21,21,,,,,
g08155,,,,,,,,,,
g08156,9,,,,,,45,11,,
g08157,,,,,,,,,,
g08158,,,,,,,,,,
g08159,,,,,,,,,,4
g08160,,,,,,,,,,
g08161,,,,,,,,,,
g08162,,,5,,,,,,,5
g08163,,,,,,,,,,
g08164,,,,,,,,,,
g08165,,,,,,,,,,
g08166,,,,,,,,,,
g08167,,,,,,,,,,
g08168,,,,,,,,,,
g08169,,,,,,,,,,
g08170,,,4,,,,,,,
g08171,,,4,,,,,,,
g08172,,,,,,,,,,
g08173,,,,,,,,,,
g08174,,,,,,,,,,
g08175,,,,,,,,,,
g08176,,,,,,,,,,
g08177,,,,,,,,,,
g08178,,,,,,,,,,23
g08179,,5,,,,,,,,
g08180,,,,,,,,,,
g08181,,,,,,,,,,9
g08182,,,,,,,,,,
g08183,,,,,,,,,,
g08184,,,,,,,,,,
g08185,,,,,,,,,,
g08186,,,4,,,9,,,,
g08187,,,,,,,,,,
g08188,,,,,,,,,,
g08189,,,,,,,,4,,
g08190,,4,46,49,,,21,4,,
g08191,,,,,,,,,,
g08192,4,,,,,35,,,,
g08193,,,,,,,,,,
g08194,,,,,,,,,,
g08195,,,,,,,,4,,
g08196,,,,,,,,,,
g08197,,,,,,,,,,
g08198,,,,,,8,,,,
g08199,,,,,,,,,,
g08200,,,,,,,,,,
g08201,,,,,5,,,,,
g08202,,,,,,,,,,
g08203,,,,,,,,,,
g08204,,,,,,,,,,
g08205,,,,,,,,,,
g08206,,,,,,,,,,
g08207,,,,,,,,,,
g08208,,,,,,,,,,
g08209,,,,,,,,,,
g08210,,,,,,,,,,
g08211,,,,,,,,,,
g08212,,,,,35,,,,,
g08213,,,,,,,,,,
g08214,,,,,,,,,,
g08215,,,,,,,,,,
g08216,,,,,,,,,,
g08217,,,,,,,,,,4
g08218,,,,,,,,,,
g08219,,,,,,,,,,
g08220,,,,,,,,,,
g08221,,,4,,,58,,,,5
g08222,,,,,,,,,,23
g08223,,,,,69,,,,,
g08224,,,,,,,,,,8
g08225,,,,,,,,,,
g08226,,,,,,,,,,
g08227,,,,,,,,,,
g08228,,,,,,,,,,
g08229,,,,,,,71,,,
g08230,,,,,,,,,,
g08231,,,,,,,,,,
g08232,,,,,,,,,,
g08233,,,,,,,,,,
g08234,,,4,,,,,,,
g08235,,,,,,,,,,
g08236,,,,,,,,,,
g08237,,,,,,,,,,
g08238,,,,,,,,,,
g08239,,,,,,,,,,
g08240,,,,,,,,,,5
g08241,,,,,,,,,,
g08242,,,,,,,,,,
g08243,,,,,,,,,,5
g08244,,,4,,,21,9,,,
g08245,,,,,,,63,,,
g08246,,,,,,,,,,9
g08247,,,,,,,,,,9
g08248,,,,,,,,,,
g08249,,,,,,,,,,
g08250,,,,,,,,,,
g08251,,,4,4,,,,4,,
g08252,,,,,34,,,4,,
g08253,,,,,,35,,,,
g08254,,,,,,,,,,
g08255,,,,,,,,,,
g08256,,,,,,,,,,
g08257,,,,,,,,,,
g08258,,,,,,,,,,
g08259,,,,,,,,,,
g08260,,,5,,,9,,,,
g08261,,,,,,,,,,
g08262,,,,,,,,,,
g08263,,,,,,,,,,
g08264,,,,,,,,,,
g08265,4,,,,,,,,,
g08266,,,,,,,,,,
g08267,,,,,,,,,,
g08268,,,,,,,,9,,
g08269,,,,,,,,,,
g08270,11,,,,,,,5,,
g08271,,,,,,,,,,
g08272,,,,,,,,,,
g08273,,,,,,,,8,,
g08274,,,,,,,,,,
g08275,,,,,,,,,,
g08276,,,,,,,,,,
g08277,,,,,,,,,,
g08278,,,,,,,,,,
g08279,,,,,,,,,,
g08280,,,,,,,,,,
g08281,,4,,,,,,,,
g08282,,4,,,21,,,,,
g08283,,,,,,,,,,4
g08284,,,,,,,37,,,
g08285,,,,5,,58,,,,
g08286,,,85,,74,,,,,
g08287,,,,,,,,,,
g08288,,,,,,,,,,
g08289,,,,,,10,,,,
g08290,,,,,,,,,,9
g08291,,,,,,,,,,
g08292,,,,5,,,,,,
g08293,,,,,,,,,,4
g08294,,,,,,,,,,4
g08295,,,,,,,,,,4
g08296,,,,,,,,,,
g08297,,,,,,,,,,
g08298,,,,,,,,,,
g08299,,,,35,20,,46,5,,
g08300,,,,,,,,35,,
g08301,,,,,,,,,,
g08302,,,,,,,,,,
g08303,,,,,,,,,,
g08304,,,,,,,,,,
g08305,,,,,,,,,,
g08306,,,,,,,,,,
g08307,,,,,,,,5,,5
g08308,,,,,,,,,,
g08309,,,,,,,,,,
g08310,,,,,,83,,,,4
g08311,,,,,,,,,,
g08312,,,,,,,,,,4
g08313,10,21,,,,,,,,
g08314,,,,,,,,,,
g08315,,,,,,,,,,
g08316,,,,,,,,,,
g08317,10,130,9,,,,,34,,
g08318,,,,,,,,,,
g08319,,,,,,,,,,4
g08320,,,,,,,,,,
g08321,,,,,,,,,,
g08322,,,,,,,,,,
g08323,,,,,,,,4,,
g08324,,,,,,,,,,
g08325,,,,,,,,,,
g08326,,,,,,,,5,,
g08327,,,,,,,,,,
g08328,,,5,,,,103,,,
g08329,,,,,,,,,,
g08330,,,,,,,,,,
g08331,,,,,,,,,,
g08332,,,,,,,21,,,
g08333,,,,,,,,,,
g08334,,,,,,,,,,
g08335,,,,,,,,,,
g08336,,,,,,,,,,
g08337,,,,,,,,,,
g08338,,,,,,,,,,
g08339,,,,,,,,,,
g08340,,,,,,,,,,
g08341,,,,,,,,,,
g08342,,,,,,,,,,
g08343,,,,,,9,,,,
g08344,,,4,,,,,,,
g08345,,,,,,,,,,4
g08346,,,,,,,57,,,
g08347,,,,,,,,,,
g08348,,,,,,,,,,
g08349,,,,,,,,,,
g08350,,,,,,,,,,
g08351,,,,,,,,,,
g08352,,,,,,,,,,
g08353,,,,,,,,,,
g08354,,,,,,,,,,
g08355,,,,,,,,,,
g08356,,,,,,,,4,,
g08357,,,,,,,,,,
g08358,,,,,,,,,,
g08359,,,,,,,,,,
g08360,,,,,,,,,,
g08361,,,,,,,,,,
g08362,,,,,,,82,,,
g08363,,,,,,,,,,
g08364,,,,,,,,5,,
g08365,,,,,,,,,,4
g08366,,,,,,,,,,
g08367,,,,,,,,4,,
g08368,,,,,,,,,,
g08369,,,,,,,,,,
g08370,,,,,,,,,,5
g08371,,,,,,,,,,
g08372,,,,,,,,,,
g08373,,,,,,,,,,
g08374,,,,,,,,,,
g08375,,,,,,,,,,
g08376,,,,35,22,,,,,
g08377,,,,,,,,,,5
g08378,,,,,,,,,,
g08379,,,,,,,,,,
g08380,,,,,,,,,,
g08381,,,,,,,,5,,
g08382,,,,5,,,,,,
g08383,,,,,112,,,35,,
g08384,,,,,,,,,,
g08385,,,,,,,,9,,
g08386,,,,,,,,,,
g08387,,,,,,,,,,
g08388,,,5,,,,,,,
g08389,,,,,,,,,,
g08390,,,,,,,,,,4
g08391,,,,,,,,,,
g08392,,,,,,,,,,
g08393,,,,,,,83,,,4
g08394,,,5,,,,,5,,
g08395,,,,,,,,22,,
g08396,,,,,,,,,,
g08397,,,,,,,,,,
g08398,,,,,,,,,,
g08399,,,,,,,,,,5
g08400,,,,,,,,,,
g08401,,,,,,5,,,,
g08402,,,,,,,,,,
g08403,,,,,,,,,,
g08404,,,,,,,,,,
g08405,,,,,,,,,,
g08406,,,,,,,,,,4
g08407,,,,,,,,,,
g08408,,,,,,,,,,
g08409,,,,,,,,,,
g08410,,,,,,,,,,
g08411,,,,,,,,,,
g08412,,,,,,,,,,
g08413,,,,,,,,,,
g08414,,,,,,,,,,
g08415,,,,,,,,,,
g08416,,,,,,,,,,
g08417,,,,,,,,,,
g08418,,,,,,,,,,
g08419,,,,,,,,,,
g08420,,,,,,,,,,
g08421,,,,,,,,,,4
g08422,,,,,,,,,,4
g08423,,,,,,,35,,,
g08424,,,,,,,,,,4
g08425,,,,,,,,,,
g08426,,,,,,,,,,
g08427,,,,,,,,,,
g08428,,,,,,,,,,
g08429,,,5,,5,,,4,,
g08430,,,,,,,,,,
g08431,,,,71,147,,,,,
g08432,,,45,,,,35,,,
g08433,,,,,,,,,,
g08434,,,5,,,,,,,
g08435,,,,,,,,,,
g08436,,,,,,,,4,,
g08437,,,,,,,,,,
g08438,,,,,,,,5,,4
g08439,,,,,,,,,,
g08440,,,,,,,,,,
g08441,,,,,,,,8,,9
g08442,,,,,,,,,,
g08443,,,,,,,,,,
g08444,,,,,,,,,,
g08445,,,,,,,,,,
g08446,,,,,,,,,,
g08447,,,,,,,86,,,4
g08448,,,5,,,,,,,5
g08449,,,,,,,,,,
g08450,,,4,,,,,,,
g08451,,,,,,,,5,,4
g08452,,,,,,,,6,,
g08453,,,,,,,,,,
g08454,,,,,,,,,,
g08455,,,,,,,,,,
g08456,,,,,,,,,,
g08457,,,,9,,,,,,
g08458,,,,5,,,,,,
g08459,,,,,,,,,,
g08460,,,,,,,,,,
g08461,,,,,,,,,,
g08462,,,,,,,,10,,
g08463,,,,,,,,,,
g08464,,,,,,,,,,
g08465,,,,,,,,,,
g08466,,,,,,,,4,,4
g08467,,,,,,,,,,
g08468,,,,,,,,,,
g08469,,,,,,,,,,
g08470,,,58,,,,,,,
g08471,,,,,,,,,,4
g08472,,,,,,,,,,
g08473,,,,,,,,,,9
g08474,,,5,,,,,,,
g08475,,,,,,,,4,,
g08476,,,,,,,,,,
g08477,,,5,3,,,49,,,4
g08478,,,,,,,,,,
g08479,,,,,,,,,,
g08480,,,,,,,,,,
g08481,,,5,,,,,,,
g08482,,,,,,,96,,,
g08483,,,,,,,,,,4
g08484,,,,,,,,,,
g08485,,,,,,,,,,
g08486,,,,,,,,,,
g08487,,,,,,,112,,,
g08488,,,,,,,,,,
g08489,,,,,,,,,,
g08490,,,,,,,35,,,
g08491,,,,,,,,,,
g08492,,,,,,,,,,
g08493,,,,,,,,,,
g08494,,,,,,,,,,
g08495,,,,,,,,,,
g08496,,,,,,,,,,
g08497,,,,,,,,,,
g08498,,,,,,,,,,
g08499,,,,,,,,,,
g08500,,,,,,,,,,
g08501,,,,,,,,,,
g08502,,,,,,,,,,
g08503,,,,,,,,,,
g08504,,,,,,,,,,
g08505,,,,,,,,,,
g08506,4,,,,,,,,,
g08507,,,,,,,,,,
g08508,,,,,,,,,,
g08509,,,,,,,,,,
g08510,,,,,,,,,,
g08511,35,,,,,,49,,,
g08512,,,,,4,,,,,
g08513,,,5,,,,,,,
g08514,,,,,,,,,,
g08515,,,,,,,,,,
g08516,,,,,,,,,,
g08517,,,,,,,,,,
g08518,,,,,,,,,,4
g08519,,,,,,,,,,
g08520,,,,,,,,,,
g08521,,,,,,,,,,
g08522,,,,,,,,,,
g08523,,,,,,,,,,
g08524,,,,,,,,,,
g08525,,,,,,,,,,
g08526,,,,,,,,,,
g08527,,,,,,,,,,
g08528,,,,,,,,,,
g08529,,,,,,,,,,
g08530,,,,,,,,,,
g08531,,,,,,,,,,
g08532,,,,,,,,,,
g08533,,,,,,,,,,
